group	method	submitTime	launchTime	finishTime	task	taskNo	taskStartTime	taskFinishTime	taskInputBytes	taskOutputBytes	taskInputRecords	taskOutputRecords	attemptNo	aStartTime	aFinishTime	mapInputBytes	mapOutputBytes	mapInputRecords	mapOutputRecords	cumulativeCpuUsage	virtualMemoryUsage	physicalMemoryUsage	heapUsage	combineInputRecords	reduceInputGroups	reduceInputRecords	reduceShuffleBytes	reduceOutputRecords	spilledRecords	shuffleFinished	sortedFinished	hostName	hdfsBytesRead	hdfsBytesWritten	fileBytesRead	fileBytesWritten
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	10	1601024859700	1601024864765	717398	352151	2	131657	1	1601024861929	1601024864765	2	-1	1235257	131657	2530	2064732160	235757568	123207680	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	717398	0	0	352151
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	11	1601024859700	1601024864765	696750	340323	2	123786	1	1601024861945	1601024864765	2	-1	1184045	123786	2800	2066411520	239706112	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	696750	0	0	340323
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	12	1601024859701	1601024864739	679423	317609	2	120707	1	1601024861954	1601024864739	2	-1	1160013	120707	2530	2064314368	240947200	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	679423	0	0	317609
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	13	1601024859701	1601024864843	671642	310803	3	123614	1	1601024861933	1601024864843	3	-1	1163636	123614	2970	2066649088	247635968	126353408	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	671642	0	0	310803
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	14	1601024859701	1601024864693	667218	316733	2	121515	1	1601024861941	1601024864693	2	-1	1151177	121515	2550	2067505152	250449920	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	667218	0	0	316733
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	15	1601024859702	1601024864857	661369	309548	2	122028	1	1601024861955	1601024864857	2	-1	1146845	122028	2620	2064998400	237420544	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	661369	0	0	309548
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	16	1601024859702	1601024864850	658209	410189	14712	111797	1	1601024861953	1601024864850	14712	-1	1084023	111797	4280	2064003072	237088768	126353408	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	658209	0	0	410189
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	17	1601024859702	1601024864667	650907	309631	2	117043	1	1601024861941	1601024864667	2	-1	1117265	117043	2980	2061430784	241627136	133169152	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	650907	0	0	309631
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	18	1601024859702	1601024864829	649267	303273	2	120312	1	1601024861947	1601024864829	2	-1	1128004	120312	3250	2061492224	233902080	128974848	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	649267	0	0	303273
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	19	1601024859703	1601024867186	642712	325061	2	118203	1	1601024864739	1601024867186	2	-1	1108444	118203	2370	2063618048	234799104	126353408	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	642712	0	0	325061
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	20	1601024859703	1601024867162	634078	322590	2	116180	1	1601024864735	1601024867162	2	-1	1092304	116180	2810	2064388096	241905664	126353408	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	634078	0	0	322590
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	21	1601024859703	1601024867199	630080	329092	2	120117	1	1601024864742	1601024867199	2	-1	1104123	120117	2600	2064695296	235683840	127926272	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	630080	0	0	329092
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	22	1601024859703	1601024867223	629615	328770	2	115537	1	1601024864729	1601024867223	2	-1	1083937	115537	2330	2063863808	245805056	124780544	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	629615	0	0	328770
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	23	1601024859703	1601024867362	625556	292329	3	117699	1	1601024864775	1601024867362	3	-1	1093789	117699	2570	2063904768	238997504	126353408	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	625556	0	0	292329
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	24	1601024859704	1601024868246	617393	340994	2	110220	1	1601024865739	1601024868246	2	-1	1051232	110220	2640	2068246528	245387264	131072000	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	617393	0	0	340994
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	25	1601024859704	1601024868341	602236	296601	2	111717	1	1601024865744	1601024868341	2	-1	1047142	111717	2930	2069716992	248197120	125829120	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	602236	0	0	296601
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	26	1601024859704	1601024868336	600445	309660	2	114023	1	1601024865741	1601024868336	2	-1	1053691	114023	2450	2065838080	239230976	128974848	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	600445	0	0	309660
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	27	1601024859704	1601024868339	599210	310391	2	108275	1	1601024865742	1601024868339	2	-1	1030389	108275	2880	2064523264	236462080	127926272	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	599210	0	0	310391
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	28	1601024859705	1601024868335	597247	302197	2	106870	1	1601024865745	1601024868335	2	-1	1023008	106870	2720	2066251776	245338112	125829120	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	597247	0	0	302197
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	29	1601024859705	1601024868187	592616	312634	2	107208	1	1601024865740	1601024868187	2	-1	1019524	107208	2450	2064654336	239583232	125829120	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	592616	0	0	312634
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	30	1601024859705	1601024868256	576646	300158	2	109110	1	1601024865740	1601024868256	2	-1	1006545	109110	2550	2060705792	234758144	131072000	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	576646	0	0	300158
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	31	1601024859705	1601024868233	576145	316305	2	104425	1	1601024865741	1601024868233	2	-1	991426	104425	2370	2067808256	250486784	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	576145	0	0	316305
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	32	1601024859705	1601024868184	574140	304999	2	109877	1	1601024865742	1601024868184	2	-1	1007175	109877	2550	2065190912	237236224	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	574140	0	0	304999
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	33	1601024859705	1601024869409	571721	307200	2	103362	1	1601024866740	1601024869409	2	-1	983574	103362	2360	2066522112	237281280	128450560	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	571721	0	0	307200
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	34	1601024859706	1601024869229	571631	304415	2	110668	1	1601024866741	1601024869229	2	-1	1007338	110668	2510	2064265216	248668160	124780544	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	571631	0	0	304415
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	35	1601024859706	1601024869195	566986	340318	11533	98070	1	1601024866739	1601024869195	11533	-1	942179	98070	2800	2061901824	240574464	123207680	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	566986	0	0	340318
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	36	1601024859706	1601024870276	566380	311185	2	102636	1	1601024867747	1601024870276	2	-1	974767	102636	2960	2071207936	251158528	125829120	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	566380	0	0	311185
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	37	1601024859706	1601024869219	566033	351720	11237	96855	1	1601024866741	1601024869219	11237	-1	936927	96855	2900	2069815296	251842560	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	566033	0	0	351720
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	38	1601024859706	1601024870111	565283	355458	11189	97010	1	1601024867745	1601024870111	11189	-1	937144	97010	2780	2071019520	251793408	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	565283	0	0	355458
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	39	1601024859706	1601024870083	564725	347801	11336	97093	1	1601024867743	1601024870083	11336	-1	936425	97093	3540	2067116032	248238080	126353408	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	564725	0	0	347801
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	40	1601024859707	1601024869345	561110	334687	3	100095	1	1601024866738	1601024869345	3	-1	955103	100095	2370	2064384000	245972992	130547712	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	561110	0	0	334687
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	41	1601024859707	1601024870113	555892	361705	11306	96622	1	1601024867745	1601024870113	11306	-1	925962	96622	2400	2063413248	242180096	127926272	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	555892	0	0	361705
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	42	1601024859707	1601024871279	555680	296996	2	104108	1	1601024868781	1601024871279	2	-1	966773	104108	2370	2063155200	235933696	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	555680	0	0	296996
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	43	1601024859707	1601024871216	555529	348075	10903	96862	1	1601024868787	1601024871216	10903	-1	927071	96862	2930	2066051072	240185344	130023424	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	555529	0	0	348075
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	44	1601024859708	1601024871255	551501	298240	2	99944	1	1601024868781	1601024871255	2	-1	949868	99944	2650	2066104320	235864064	125829120	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	551501	0	0	298240
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	45	1601024859708	1601024871132	550524	364347	10743	94087	1	1601024868783	1601024871132	10743	-1	911141	94087	2480	2067099648	241205248	124256256	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	550524	0	0	364347
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	46	1601024859708	1601024871209	548462	353329	10923	94611	1	1601024868782	1601024871209	10923	-1	911122	94611	3140	2066993152	247357440	126877696	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	548462	0	0	353329
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	47	1601024859708	1601024871281	548395	332495	2	98097	1	1601024868787	1601024871281	2	-1	934812	98097	2400	2065637376	242601984	130547712	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	548395	0	0	332495
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	48	1601024859708	1601024872353	546457	308658	2	100607	1	1601024869752	1601024872353	2	-1	942825	100607	2430	2066817024	251224064	126877696	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	546457	0	0	308658
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	49	1601024859708	1601024872215	540064	286300	2	103197	1	1601024869753	1601024872215	2	-1	950780	103197	2650	2066137088	239874048	125829120	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	540064	0	0	286300
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	50	1601024859709	1601024871352	536152	326200	2	96493	1	1601024868781	1601024871352	2	-1	915998	96493	2320	2064928768	238997504	129499136	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	536152	0	0	326200
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	51	1601024859709	1601024871309	532373	312928	2	98430	1	1601024868785	1601024871309	2	-1	921535	98430	2240	2064814080	242421760	131072000	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	532373	0	0	312928
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	52	1601024859709	1601024872294	532240	280077	2	100603	1	1601024869751	1601024872294	2	-1	932143	100603	2480	2071760896	250527744	124256256	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	532240	0	0	280077
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	53	1601024859709	1601024872066	531361	282945	8314	100787	1	1601024869751	1601024872066	8314	-1	923877	100787	2670	2071171072	251883520	131072000	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	531361	0	0	282945
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	54	1601024859709	1601024872385	530859	356945	10707	91151	1	1601024869753	1601024872385	10707	-1	879959	91151	3180	2066812928	245432320	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	530859	0	0	356945
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	55	1601024859709	1601024872311	530609	296712	2	95571	1	1601024869752	1601024872311	2	-1	911129	95571	2490	2064728064	237285376	128974848	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	530609	0	0	296712
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	56	1601024859710	1601024872374	530543	298297	2	96425	1	1601024869753	1601024872374	2	-1	914486	96425	2630	2064203776	238006272	126353408	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	530543	0	0	298297
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	57	1601024859710	1601024873086	523165	295911	2	98962	1	1601024870781	1601024873086	2	-1	913244	98962	2030	2065932288	237072384	126877696	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	523165	0	0	295911
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	58	1601024859710	1601024873276	522578	283707	2	94680	1	1601024870781	1601024873276	2	-1	899438	94680	2020	2062602240	236892160	124256256	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	522578	0	0	283707
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	59	1601024859710	1601024874343	520329	337155	10628	91105	1	1601024871787	1601024874343	10628	-1	869388	91105	3640	2066010112	236380160	126353408	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	520329	0	0	337155
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	60	1601024859710	1601024874073	519334	294028	3	96284	1	1601024871778	1601024874073	3	-1	902963	96284	2420	2065928192	244666368	124780544	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	519334	0	0	294028
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	61	1601024859710	1601024874173	508616	279815	2	93133	1	1601024871779	1601024874173	2	-1	877155	93133	2100	2066575360	242487296	127926272	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	508616	0	0	279815
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	62	1601024859711	1601024874358	502579	319677	2	90572	1	1601024871784	1601024874358	2	-1	859351	90572	2650	2063523840	251994112	130547712	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	502579	0	0	319677
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	63	1601024859711	1601024874224	497009	285397	2	90874	1	1601024871787	1601024874224	2	-1	859083	90874	2210	2065514496	240472064	129499136	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	497009	0	0	285397
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	64	1601024859711	1601024874236	496842	238627	1260	79576	1	1601024871780	1601024874236	1260	-1	813095	79576	2520	2069250048	240697344	126353408	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	496842	0	0	238627
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	65	1601024859711	1601024874262	495922	280816	2	93061	1	1601024871785	1601024874262	2	-1	865890	93061	2740	2064592896	236769280	126877696	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	495922	0	0	280816
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	66	1601024859711	1601024875154	490279	239760	1262	78883	1	1601024872788	1601024875154	1262	-1	803737	78883	2170	2066837504	242692096	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	490279	0	0	239760
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	67	1601024859711	1601024874315	477647	298187	2	85839	1	1601024871784	1601024874315	2	-1	819167	85839	2870	2062868480	238563328	130023424	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	477647	0	0	298187
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	68	1601024859712	1601024875305	474770	298105	2	86289	1	1601024872786	1601024875305	2	-1	813968	86289	2390	2068668416	246067200	122683392	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	474770	0	0	298105
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	69	1601024859712	1601024874260	466609	255948	1759	71306	1	1601024871782	1601024874260	1759	-1	749029	71306	2770	2066522112	245678080	127926272	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	466609	0	0	255948
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	70	1601024859712	1601024875280	466352	300638	8707	86701	1	1601024872786	1601024875280	8707	-1	802408	86701	2580	2065285120	237326336	126353408	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	466352	0	0	300638
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	71	1601024859712	1601024875317	454188	269059	2	82469	1	1601024872786	1601024875317	2	-1	782682	82469	2570	2064244736	237420544	128450560	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	454188	0	0	269059
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	72	1601024859712	1601024875260	452222	304105	8003	85024	1	1601024872785	1601024875260	8003	-1	781557	85024	2940	2072571904	253771776	128450560	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	452222	0	0	304105
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	73	1601024859712	1601024876231	434777	306326	8775	76593	1	1601024873786	1601024876231	8775	-1	728267	76593	3290	2069950464	252215296	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	434777	0	0	306326
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	74	1601024859712	1601024875304	430281	312724	8354	74173	1	1601024872786	1601024875304	8354	-1	714438	74173	3080	2070921216	252276736	123731968	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	430281	0	0	312724
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	75	1601024859713	1601024875958	430209	209567	1614	73119	1	1601024873786	1601024875958	1614	-1	720140	73119	1880	2067546112	240709632	124780544	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	430209	0	0	209567
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	76	1601024859713	1601024877122	428706	320837	8581	74199	1	1601024874795	1601024877122	8581	-1	712913	74199	2920	2070011904	250499072	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	428706	0	0	320837
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	77	1601024859713	1601024877121	424028	269709	2	76185	1	1601024874802	1601024877121	2	-1	725424	76185	2620	2067349504	249204736	124256256	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	424028	0	0	269709
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	78	1601024859713	1601024877164	422985	209792	1535	71824	1	1601024874801	1601024877164	1535	-1	707853	71824	2340	2072395776	236183552	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	422985	0	0	209792
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	79	1601024859713	1601024877063	422736	295099	2	81890	1	1601024874800	1601024877063	2	-1	747778	81890	2160	2070052864	250908672	130023424	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	422736	0	0	295099
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	80	1601024859713	1601024876164	421961	208877	1504	71990	1	1601024873784	1601024876164	1504	-1	707542	71990	2280	2060156928	239853568	124780544	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	421961	0	0	208877
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	81	1601024859713	1601024877096	405992	210844	1537	68772	1	1601024874799	1601024877096	1537	-1	678638	68772	1890	2066153472	225980416	126353408	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	405992	0	0	210844
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	82	1601024859714	1601024877332	398528	210189	1541	67773	1	1601024874797	1601024877332	1541	-1	667181	67773	2270	2065072128	247873536	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	398528	0	0	210189
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	83	1601024859714	1601024877256	386584	271870	2	72278	1	1601024874797	1601024877256	2	-1	672592	72278	2380	2066845696	240611328	130023424	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	386584	0	0	271870
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	84	1601024859714	1601024877263	373923	243945	2	70005	1	1601024874796	1601024877263	2	-1	650311	70005	2550	2068062208	249905152	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	373923	0	0	243945
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	85	1601024859714	1601024878273	366258	253749	2	70014	1	1601024875803	1601024878273	2	-1	644030	70014	2070	2066337792	244473856	128450560	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	366258	0	0	253749
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	86	1601024859714	1601024878017	365034	292542	7469	63093	1	1601024875802	1601024878017	7469	-1	607569	63093	2640	2070982656	251400192	126877696	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	365034	0	0	292542
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	87	1601024859714	1601024878250	364439	280610	2	68589	1	1601024875803	1601024878250	2	-1	635642	68589	2620	2069516288	254296064	128450560	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	364439	0	0	280610
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	88	1601024859714	1601024878375	358439	248489	2	63604	1	1601024875802	1601024878375	2	-1	610036	63604	2710	2068250624	246644736	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	358439	0	0	248489
wordcount	WordCount[1601024855484]	1601024855880	1601024859607	1601024955754	Map	89	1601024859715	1601024878306	357793	242614	2	66145	1	1601024875801	1601024878306	2	-1	617148	66145	2320	2067767296	245579776	127926272	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	357793	0	0	242614
